ID Patient, Illness, Patient X, Patient Y, ID Ambulance, Ambulance Specialty, Ambulance X, Ambulance Y, Distance A→P, Availability,Accepted, Hospital ID, Hospital X,Hospital Y,Hospital Specialty,Distance,Chosen Hospital
p4,heart,28,93,a34,bones,100,28,97,true,No,h19,51,17,heart,79,No
p4,heart,28,93,a22,bones,67,66,47,true,No,h17,12,72,bones,26,No
p4,heart,28,93,a76,heart,70,68,48,true,No,h29,55,14,bones,83,No
p4,heart,28,93,a3,bones,58,48,54,true,No,h15,64,15,blood,85,No
p4,heart,28,93,a64,bones,59,76,35,true,No,h64,45,80,bones,21,No
p4,heart,28,93,a52,brain,59,9,89,true,No,h39,86,17,heart,95,No
p4,heart,28,93,a66,heart,53,6,90,true,No,h27,26,89,heart,4,Yes
p4,heart,28,93,a78,heart,15,76,21,true,No,h76,16,64,heart,31,No
p4,heart,28,93,a54,blood,76,61,57,true,No,h7,49,14,blood,81,No
p4,heart,28,93,a1,brain,72,84,44,true,No,h31,58,55,brain,48,No
p4,heart,28,93,a42,blood,85,16,95,true,No,h43,87,70,heart,63,No
p4,heart,28,93,a30,blood,36,71,23,true,No,h40,12,34,blood,61,No
p4,heart,28,93,a43,heart,51,54,45,true,No,h52,56,95,heart,28,No
p4,heart,28,93,a31,bones,57,31,68,true,No,h88,2,12,brain,85,No
p4,heart,28,93,a7,heart,27,21,72,true,No,h55,43,20,bones,74,No
p4,heart,28,93,a80,brain,57,40,60,true,No,h100,84,9,brain,100,No
p4,heart,28,93,a92,blood,20,71,23,true,No,h67,78,42,heart,71,No
p4,heart,28,93,a18,heart,100,91,72,true,No,h4,24,86,bones,8,No
p4,heart,28,93,a88,blood,96,85,68,true,No,h92,31,11,heart,82,No
p4,heart,28,93,a10,brain,19,17,76,true,No,h80,73,60,blood,55,No
p4,heart,28,93,a39,brain,49,66,34,true,No,h79,89,97,bones,61,No
p4,heart,28,93,a27,blood,86,20,93,false,No,h94,10,87,bones,18,No
p4,heart,28,93,a71,bones,18,37,56,true,No,h82,46,6,heart,88,No
p4,heart,28,93,a83,heart,34,76,18,true,No,h70,53,77,blood,29,No
p4,heart,28,93,a15,heart,60,75,36,true,No,h83,31,98,heart,5,No
p4,heart,28,93,a95,bones,87,87,59,true,No,h95,95,9,bones,107,No
p4,heart,28,93,a69,bones,92,44,80,true,No,h71,61,94,blood,33,No
p4,heart,28,93,a45,heart,67,21,81,false,No,h73,46,23,heart,72,No
p4,heart,28,93,a57,heart,91,13,101,true,No,h85,34,40,blood,53,No
p4,heart,28,93,a33,blood,58,95,30,true,No,h97,88,56,heart,70,No
p4,heart,28,93,a21,brain,37,15,78,true,No,h1,84,58,heart,66,No
p4,heart,28,93,a49,brain,21,10,83,true,No,h2,6,23,blood,73,No
p4,heart,28,93,a37,heart,87,47,74,true,No,h61,100,33,brain,93,No
p4,heart,28,93,a61,heart,69,6,96,true,No,h50,100,49,blood,84,No
p4,heart,28,93,a13,heart,28,6,87,true,No,h62,11,79,heart,22,No
p4,heart,28,93,a73,bones,17,2,91,true,No,h91,9,18,blood,77,No
p4,heart,28,93,a25,blood,61,59,47,true,No,h78,96,95,bones,68,No
p4,heart,28,93,a97,brain,8,93,20,true,No,h66,67,49,brain,58,No
p4,heart,28,93,a85,heart,94,20,98,true,No,h30,73,100,blood,45,No
p4,heart,28,93,a8,heart,36,100,10,true,Yes,h54,21,12,blood,81,No
p4,heart,28,93,a99,bones,33,27,66,true,No,h42,57,88,heart,29,No
p4,heart,28,93,a87,bones,5,89,23,true,No,h46,90,6,blood,106,No
p4,heart,28,93,a75,heart,4,63,38,true,No,h58,21,39,blood,54,No
p4,heart,28,93,a63,blood,7,5,90,true,No,h10,88,67,bones,65,No
p4,heart,28,93,a6,brain,31,56,37,true,No,h36,33,51,heart,42,No
p4,heart,28,93,a89,bones,30,31,62,true,No,h48,80,75,bones,55,No
p4,heart,28,93,a4,heart,15,61,34,true,No,h34,63,39,brain,64,No
p4,heart,28,93,a77,bones,28,51,42,true,No,h22,70,25,brain,79,No
p4,heart,28,93,a100,blood,25,7,86,true,No,h38,28,37,brain,56,No
p4,heart,28,93,a65,brain,67,75,42,true,No,h12,20,61,heart,32,No
p4,heart,28,93,a53,brain,45,75,24,true,No,h24,51,2,blood,93,No
p4,heart,28,93,a79,bones,49,50,47,true,No,h14,2,3,blood,93,No
p4,heart,28,93,a41,bones,8,81,23,true,No,h18,58,34,blood,66,No
p4,heart,28,93,a2,blood,81,80,54,true,No,h26,27,58,bones,35,No
p4,heart,28,93,a55,blood,55,82,29,true,No,h16,84,55,blood,67,No
p4,heart,28,93,a67,heart,29,54,39,true,No,h28,52,11,heart,85,No
p5,heart,26,35,a11,bones,64,48,40,true,No,h35,56,37,brain,30,No
p5,heart,26,35,a47,brain,81,56,58,true,No,h23,36,47,brain,15,No
p5,heart,26,35,a51,brain,53,8,38,true,No,h47,79,62,blood,59,No
p5,heart,26,35,a96,blood,29,39,5,true,No,h59,31,38,bones,5,No
p5,heart,26,35,a59,brain,2,44,25,true,No,h11,7,26,brain,21,No
p5,heart,26,35,a23,bones,84,33,58,true,No,h89,3,75,bones,46,No
p5,heart,26,35,a35,bones,79,5,60,true,No,h6,82,96,blood,82,No
p5,heart,26,35,a60,brain,70,40,44,true,No,h90,57,2,bones,45,No
p5,heart,26,35,a72,blood,69,13,48,true,No,h87,50,73,blood,44,No
p5,heart,26,35,a14,blood,3,97,66,true,No,h53,82,87,brain,76,No
p5,heart,26,35,a29,heart,14,29,13,true,Yes,h63,13,53,heart,22,No
p5,heart,26,35,a19,heart,35,60,26,true,No,h75,66,45,heart,41,No
p5,heart,26,35,a90,bones,86,18,62,true,No,h8,37,94,blood,60,No
p5,heart,26,35,a81,brain,33,84,49,true,No,h41,1,93,bones,63,No
p5,heart,26,35,a16,heart,7,40,19,true,No,h65,33,34,blood,7,No
p5,heart,26,35,a82,blood,38,84,50,true,No,h96,97,45,blood,71,No
p5,heart,26,35,a93,brain,33,100,65,true,No,h68,3,85,heart,55,No
p5,heart,26,35,a94,blood,24,60,25,true,No,h81,64,61,brain,46,No
p5,heart,26,35,a9,blood,45,1,38,true,No,h93,9,89,brain,56,No
p5,heart,26,35,a91,brain,28,41,6,true,No,h44,85,39,blood,59,No
p5,heart,26,35,a17,blood,22,28,8,true,No,h20,86,3,bones,68,No
p5,heart,26,35,a70,blood,90,18,66,true,No,h56,45,76,blood,45,No
p5,heart,26,35,a98,bones,58,37,32,true,No,h84,43,39,heart,17,Yes
p5,heart,26,35,a5,blood,96,5,76,true,No,h32,18,10,brain,26,No
p5,heart,26,35,a28,brain,7,22,23,true,No,h77,31,70,bones,35,No
p5,heart,26,35,a26,brain,55,12,37,true,No,h51,70,13,heart,49,No
p5,heart,26,35,a84,bones,75,31,49,true,No,h60,42,95,blood,62,No
p5,heart,26,35,a86,heart,49,83,53,true,No,h86,100,72,bones,82,No
p5,heart,26,35,a38,brain,71,75,60,false,No,h3,94,17,heart,70,No
p5,heart,26,35,a74,brain,4,34,22,true,No,h72,72,47,blood,47,No
p5,heart,26,35,a36,blood,91,81,79,true,No,h99,53,69,heart,43,No
p5,heart,26,35,a50,brain,36,28,12,true,No,h98,5,53,blood,27,No
p5,heart,26,35,a48,heart,42,3,35,true,No,h74,97,56,blood,74,No
p5,heart,26,35,a62,brain,41,64,32,true,No,h5,74,83,heart,67,No
p5,heart,26,35,a12,bones,28,20,15,true,No,h13,5,13,blood,30,No
p5,heart,26,35,a24,bones,10,4,34,true,No,h37,1,96,blood,65,No
p5,heart,26,35,a56,brain,62,68,48,true,No,h33,89,9,brain,68,No
p5,heart,26,35,a68,brain,17,5,31,true,No,h49,7,35,brain,19,No
p5,heart,26,35,a44,bones,15,46,15,true,No,h9,38,67,heart,34,No
p5,heart,26,35,a32,bones,22,25,10,true,No,h25,21,27,bones,9,No
p5,heart,26,35,a20,brain,90,2,72,true,No,h21,58,96,blood,68,No
p5,heart,26,35,a40,bones,29,90,55,true,No,h57,32,68,heart,33,No
p5,heart,26,35,a46,blood,10,36,16,true,No,h45,59,39,brain,33,No
p5,heart,26,35,a58,heart,74,9,54,true,No,h69,87,1,brain,69,No
p5,heart,26,35,a34,bones,100,28,74,true,No,h19,51,17,heart,30,No
p5,heart,26,35,a22,bones,67,66,51,true,No,h29,55,14,bones,35,No
p5,heart,26,35,a76,heart,70,68,55,true,No,h15,64,15,blood,42,No
p5,heart,26,35,a3,bones,58,48,34,true,No,h17,12,72,bones,39,No
p5,heart,26,35,a64,bones,59,76,52,true,No,h27,26,89,heart,54,No
p5,heart,26,35,a52,brain,59,9,42,true,No,h39,86,17,heart,62,No
p5,heart,26,35,a66,heart,53,6,39,true,No,h76,16,64,heart,30,No
p5,heart,26,35,a78,heart,15,76,42,true,No,h64,45,80,bones,48,No
p5,heart,26,35,a54,blood,76,61,56,true,No,h7,49,14,blood,31,No
p5,heart,26,35,a1,brain,72,84,67,true,No,h43,87,70,heart,70,No
p5,heart,26,35,a42,blood,85,16,61,true,No,h31,58,55,brain,37,No
p5,heart,26,35,a30,blood,36,71,37,true,No,h40,12,34,blood,14,No
p5,heart,26,35,a43,heart,51,54,31,true,No,h52,56,95,heart,67,No
p5,heart,26,35,a31,bones,57,31,31,true,No,h88,2,12,brain,33,No
p5,heart,26,35,a7,heart,27,21,14,true,No,h67,78,42,heart,52,No
p5,heart,26,35,a80,brain,57,40,31,true,No,h55,43,20,bones,22,No
p5,heart,26,35,a92,blood,20,71,36,true,No,h100,84,9,brain,63,No
p5,heart,26,35,a18,heart,100,91,92,true,No,h4,24,86,bones,51,No
p5,heart,26,35,a88,blood,96,85,86,true,No,h92,31,11,heart,24,No
p5,heart,26,35,a10,brain,19,17,19,true,No,h80,73,60,blood,53,No
p5,heart,26,35,a39,brain,49,66,38,true,No,h79,89,97,bones,88,No
p5,heart,26,35,a27,blood,86,20,61,false,No,h94,10,87,bones,54,No
p5,heart,26,35,a71,bones,18,37,8,true,No,h82,46,6,heart,35,No
p5,heart,26,35,a83,heart,34,76,41,true,No,h70,53,77,blood,49,No
p5,heart,26,35,a15,heart,60,75,52,true,No,h83,31,98,heart,63,No
p5,heart,26,35,a95,bones,87,87,80,true,No,h95,95,9,bones,73,No
p5,heart,26,35,a69,bones,92,44,66,true,No,h71,61,94,blood,68,No
p5,heart,26,35,a45,heart,67,21,43,false,No,h73,46,23,heart,23,No
p5,heart,26,35,a57,heart,91,13,68,true,No,h85,34,40,blood,9,No
p5,heart,26,35,a33,blood,58,95,68,true,No,h97,88,56,heart,65,No
p5,heart,26,35,a49,brain,21,10,25,true,No,h1,84,58,heart,62,No
p5,heart,26,35,a37,heart,87,47,62,true,No,h2,6,23,blood,23,No
p5,heart,26,35,a61,heart,69,6,51,true,No,h61,100,33,brain,74,No
p5,heart,26,35,a13,heart,28,6,29,true,No,h50,100,49,blood,75,No
p5,heart,26,35,a73,bones,17,2,34,true,No,h62,11,79,heart,46,No
p5,heart,26,35,a25,blood,61,59,42,true,No,h91,9,18,blood,24,No
p5,heart,26,35,a97,brain,8,93,60,true,No,h78,96,95,bones,92,No
p5,heart,26,35,a85,heart,94,20,69,true,No,h66,67,49,brain,43,No
p5,heart,26,35,a8,heart,36,100,65,false,No,h30,73,100,blood,80,No
p5,heart,26,35,a99,bones,33,27,10,true,No,h54,21,12,blood,23,No
p5,heart,26,35,a21,brain,37,15,22,true,No,h42,57,88,heart,61,No
p5,heart,26,35,a87,bones,5,89,57,true,No,h46,90,6,blood,70,No
p5,heart,26,35,a75,heart,4,63,35,true,No,h58,21,39,blood,6,No
p5,heart,26,35,a6,brain,31,56,21,true,No,h10,88,67,bones,69,No
p5,heart,26,35,a63,blood,7,5,35,true,No,h36,33,51,heart,17,No
p5,heart,26,35,a89,bones,30,31,5,true,No,h48,80,75,bones,67,No
p5,heart,26,35,a4,heart,15,61,28,true,No,h22,70,25,brain,45,No
p5,heart,26,35,a77,bones,28,51,16,true,No,h34,63,39,brain,37,No
p5,heart,26,35,a100,blood,25,7,28,true,No,h38,28,37,brain,2,No
p5,heart,26,35,a65,brain,67,75,57,true,No,h12,20,61,heart,26,No
p5,heart,26,35,a53,brain,45,75,44,true,No,h24,51,2,blood,41,No
p5,heart,26,35,a79,bones,49,50,27,true,No,h14,2,3,blood,40,No
p5,heart,26,35,a41,bones,8,81,49,true,No,h18,58,34,blood,32,No
p5,heart,26,35,a2,blood,81,80,71,true,No,h26,27,58,bones,23,No
p5,heart,26,35,a55,blood,55,82,55,true,No,h16,84,55,blood,61,No
p5,heart,26,35,a67,heart,29,54,19,true,No,h28,52,11,heart,35,No
p6,brain,81,76,a47,brain,81,56,20,true,No,h35,56,37,brain,46,No
p6,brain,81,76,a96,blood,29,39,63,true,No,h23,36,47,brain,53,No
p6,brain,81,76,a51,brain,53,8,73,true,No,h47,79,62,blood,14,No
p6,brain,81,76,a59,brain,2,44,85,true,No,h93,9,89,brain,73,No
p6,brain,81,76,a11,bones,64,48,32,true,No,h11,7,26,brain,89,No
p6,brain,81,76,a35,bones,79,5,71,true,No,h59,31,38,bones,62,No
p6,brain,81,76,a72,blood,69,13,64,true,No,h68,3,85,heart,78,No
p6,brain,81,76,a84,bones,75,31,45,true,No,h56,45,76,blood,36,No
p6,brain,81,76,a26,brain,55,12,69,true,No,h20,86,3,bones,73,No
p6,brain,81,76,a38,brain,71,75,10,false,No,h32,18,10,brain,91,No
p6,brain,81,76,a14,blood,3,97,80,true,No,h6,82,96,blood,20,No
p6,brain,81,76,a19,heart,35,60,48,true,No,h90,57,2,bones,77,No
p6,brain,81,76,a91,brain,28,41,63,true,No,h44,85,39,blood,37,No
p6,brain,81,76,a93,brain,33,100,53,true,No,h81,64,61,brain,22,No
p6,brain,81,76,a81,brain,33,84,48,true,No,h89,3,75,bones,78,No
p6,brain,81,76,a90,bones,86,18,58,true,No,h41,1,93,bones,81,No
p6,brain,81,76,a9,blood,45,1,83,true,No,h84,43,39,heart,53,No
p6,brain,81,76,a70,blood,90,18,58,true,No,h96,97,45,blood,34,No
p6,brain,81,76,a28,brain,7,22,91,true,No,h60,42,95,blood,43,No
p6,brain,81,76,a16,heart,7,40,82,true,No,h53,82,87,brain,11,Yes
p6,brain,81,76,a82,blood,38,84,43,true,No,h75,66,45,heart,34,No
p6,brain,81,76,a86,heart,49,83,32,true,No,h8,37,94,blood,47,No
p6,brain,81,76,a74,brain,4,34,87,true,No,h51,70,13,heart,63,No
p6,brain,81,76,a5,blood,96,5,72,true,No,h63,13,53,heart,71,No
p6,brain,81,76,a50,brain,36,28,65,true,No,h77,31,70,bones,50,No
p6,brain,81,76,a94,blood,24,60,59,true,No,h65,33,34,blood,63,No
p6,brain,81,76,a98,bones,58,37,45,true,No,h87,50,73,blood,31,No
p6,brain,81,76,a36,blood,91,81,11,true,No,h86,100,72,bones,19,No
p6,brain,81,76,a29,heart,14,29,81,false,No,h3,94,17,heart,60,No
p6,brain,81,76,a60,brain,70,40,37,true,No,h72,72,47,blood,30,No
p6,brain,81,76,a23,bones,84,33,43,true,No,h98,5,53,blood,79,No
p6,brain,81,76,a17,blood,22,28,76,true,No,h25,21,27,bones,77,No
p6,brain,81,76,a62,brain,41,64,41,true,No,h5,74,83,heart,9,No
p6,brain,81,76,a12,bones,28,20,77,true,No,h74,97,56,blood,25,No
p6,brain,81,76,a56,brain,62,68,20,true,No,h13,5,13,blood,98,No
p6,brain,81,76,a48,heart,42,3,82,true,No,h99,53,69,heart,28,No
p6,brain,81,76,a24,bones,10,4,101,true,No,h37,1,96,blood,82,No
p6,brain,81,76,a20,brain,90,2,74,true,No,h49,7,35,brain,84,No
p6,brain,81,76,a44,bones,15,46,72,true,No,h45,59,39,brain,43,No
p6,brain,81,76,a40,bones,29,90,53,true,No,h33,89,9,brain,67,No
p6,brain,81,76,a32,bones,22,25,77,true,No,h9,38,67,heart,43,No
p6,brain,81,76,a58,heart,74,9,67,true,No,h21,58,96,blood,30,No
p6,brain,81,76,a46,blood,10,36,81,true,No,h69,87,1,brain,75,No
p6,brain,81,76,a34,bones,100,28,51,true,No,h15,64,15,blood,63,No
p6,brain,81,76,a76,heart,70,68,13,true,No,h57,32,68,heart,49,No
p6,brain,81,76,a68,brain,17,5,95,true,No,h19,51,17,heart,66,No
p6,brain,81,76,a22,bones,67,66,17,true,No,h17,12,72,bones,69,No
p6,brain,81,76,a64,bones,59,76,22,true,No,h29,55,14,bones,67,No
p6,brain,81,76,a3,bones,58,48,36,true,No,h27,26,89,heart,56,No
p6,brain,81,76,a52,brain,59,9,70,true,No,h64,45,80,bones,36,No
p6,brain,81,76,a66,heart,53,6,75,true,No,h39,86,17,heart,59,No
p6,brain,81,76,a78,heart,15,76,66,true,No,h76,16,64,heart,66,No
p6,brain,81,76,a54,blood,76,61,15,true,No,h7,49,14,blood,69,No
p6,brain,81,76,a1,brain,72,84,12,true,Yes,h88,2,12,brain,101,No
p6,brain,81,76,a42,blood,85,16,60,true,No,h40,12,34,blood,80,No
p6,brain,81,76,a30,blood,36,71,45,true,No,h43,87,70,heart,8,No
p6,brain,81,76,a43,heart,51,54,37,true,No,h55,43,20,bones,67,No
p6,brain,81,76,a31,bones,57,31,51,true,No,h100,84,9,brain,67,No
p6,brain,81,76,a7,heart,27,21,77,true,No,h52,56,95,heart,31,No
p6,brain,81,76,a80,brain,57,40,43,true,No,h4,24,86,bones,57,No
p6,brain,81,76,a92,blood,20,71,61,true,No,h67,78,42,heart,34,No
p6,brain,81,76,a88,blood,96,85,17,true,No,h31,58,55,brain,31,No
p6,brain,81,76,a18,heart,100,91,24,true,No,h92,31,11,heart,82,No
p6,brain,81,76,a39,brain,49,66,33,true,No,h80,73,60,blood,17,No
p6,brain,81,76,a71,bones,18,37,74,true,No,h79,89,97,bones,22,No
p6,brain,81,76,a10,brain,19,17,85,true,No,h94,10,87,bones,71,No
p6,brain,81,76,a27,blood,86,20,56,false,No,h82,46,6,heart,78,No
p6,brain,81,76,a15,heart,60,75,21,true,No,h70,53,77,blood,28,No
p6,brain,81,76,a95,bones,87,87,12,true,No,h83,31,98,heart,54,No
p6,brain,81,76,a83,heart,34,76,47,true,No,h95,95,9,bones,68,No
p6,brain,81,76,a69,bones,92,44,33,true,No,h71,61,94,blood,26,No
p6,brain,81,76,a45,heart,67,21,56,false,No,h85,34,40,blood,59,No
p6,brain,81,76,a57,heart,91,13,63,true,No,h73,46,23,heart,63,No
p6,brain,81,76,a33,blood,58,95,29,true,No,h97,88,56,heart,21,No
p6,brain,81,76,a49,brain,21,10,89,true,No,h1,84,58,heart,18,No
p6,brain,81,76,a21,brain,37,15,75,true,No,h2,6,23,blood,91,No
p6,brain,81,76,a37,heart,87,47,29,true,No,h61,100,33,brain,47,No
p6,brain,81,76,a61,heart,69,6,71,true,No,h50,100,49,blood,33,No
p6,brain,81,76,a13,heart,28,6,87,true,No,h62,11,79,heart,70,No
p6,brain,81,76,a73,bones,17,2,97,true,No,h91,9,18,blood,92,No
p6,brain,81,76,a25,blood,61,59,26,true,No,h48,80,75,bones,1,No
p6,brain,81,76,a97,brain,8,93,74,true,No,h10,88,67,bones,11,No
p6,brain,81,76,a85,heart,94,20,57,true,No,h38,28,37,brain,65,No
p6,brain,81,76,a8,heart,36,100,51,false,No,h54,21,12,blood,87,No
p6,brain,81,76,a99,bones,33,27,68,true,No,h78,96,95,bones,24,No
p6,brain,81,76,a87,bones,5,89,77,true,No,h36,33,51,heart,54,No
p6,brain,81,76,a75,heart,4,63,78,true,No,h16,84,55,blood,21,No
p6,brain,81,76,a63,blood,7,5,102,true,No,h66,67,49,brain,30,No
p6,brain,81,76,a6,brain,31,56,53,true,No,h12,20,61,heart,62,No
p6,brain,81,76,a89,bones,30,31,68,true,No,h42,57,88,heart,26,No
p6,brain,81,76,a4,heart,15,61,67,true,No,h26,27,58,bones,56,No
p6,brain,81,76,a77,bones,28,51,58,true,No,h14,2,3,blood,107,No
p6,brain,81,76,a100,blood,25,7,88,true,No,h34,63,39,brain,41,No
p6,brain,81,76,a65,brain,67,75,14,true,No,h22,70,25,brain,52,No
p6,brain,81,76,a41,bones,8,81,73,true,No,h24,51,2,blood,79,No
p6,brain,81,76,a2,blood,81,80,4,true,No,h28,52,11,heart,71,No
p6,brain,81,76,a55,blood,55,82,26,true,No,h46,90,6,blood,70,No
p6,brain,81,76,a53,brain,45,75,36,true,No,h18,58,34,blood,47,No
p6,brain,81,76,a79,bones,49,50,41,true,No,h58,21,39,blood,70,No
p6,brain,81,76,a67,heart,29,54,56,true,No,h30,73,100,blood,25,No
p7,blood,91,5,a96,blood,29,39,70,true,No,h35,56,37,brain,47,No
p7,blood,91,5,a47,brain,81,56,51,true,No,h23,36,47,brain,69,No
p7,blood,91,5,a51,brain,53,8,38,true,No,h47,79,62,blood,58,No
p7,blood,91,5,a59,brain,2,44,97,true,No,h93,9,89,brain,117,No
p7,blood,91,5,a23,bones,84,33,28,true,No,h11,7,26,brain,86,No
p7,blood,91,5,a35,bones,79,5,12,true,No,h68,3,85,heart,118,No
p7,blood,91,5,a11,bones,64,48,50,true,No,h56,45,76,blood,84,No
p7,blood,91,5,a84,bones,75,31,30,true,No,h81,64,61,brain,62,No
p7,blood,91,5,a72,blood,69,13,23,true,No,h20,86,3,bones,5,No
p7,blood,91,5,a38,brain,71,75,72,false,No,h44,85,39,blood,34,No
p7,blood,91,5,a60,brain,70,40,40,true,No,h32,18,10,brain,73,No
p7,blood,91,5,a17,blood,22,28,72,true,No,h6,82,96,blood,91,No
p7,blood,91,5,a81,brain,33,84,98,true,No,h90,57,2,bones,34,No
p7,blood,91,5,a26,brain,55,12,36,true,No,h89,3,75,bones,112,No
p7,blood,91,5,a14,blood,3,97,127,true,No,h59,31,38,bones,68,No
p7,blood,91,5,a29,heart,14,29,80,false,No,h87,50,73,blood,79,No
p7,blood,91,5,a19,heart,35,60,78,true,No,h51,70,13,heart,22,No
p7,blood,91,5,a16,heart,7,40,91,true,No,h75,66,45,heart,47,No
p7,blood,91,5,a90,bones,86,18,13,true,No,h77,31,70,bones,88,No
p7,blood,91,5,a93,brain,33,100,111,true,No,h63,13,53,heart,91,No
p7,blood,91,5,a91,brain,28,41,72,true,No,h53,82,87,brain,82,No
p7,blood,91,5,a82,blood,38,84,95,true,No,h8,37,94,blood,104,No
p7,blood,91,5,a98,bones,58,37,45,true,No,h65,33,34,blood,64,No
p7,blood,91,5,a9,blood,45,1,46,true,No,h84,43,39,heart,58,No
p7,blood,91,5,a70,blood,90,18,13,true,No,h96,97,45,blood,40,No
p7,blood,91,5,a28,brain,7,22,85,true,No,h60,42,95,blood,102,No
p7,blood,91,5,a5,blood,96,5,5,true,Yes,h41,1,93,bones,125,No
p7,blood,91,5,a50,brain,36,28,59,true,No,h86,100,72,bones,67,No
p7,blood,91,5,a86,heart,49,83,88,true,No,h3,94,17,heart,12,No
p7,blood,91,5,a74,brain,4,34,91,true,No,h72,72,47,blood,46,No
p7,blood,91,5,a94,blood,24,60,86,true,No,h98,5,53,blood,98,No
p7,blood,91,5,a36,blood,91,81,76,true,No,h74,97,56,blood,51,No
p7,blood,91,5,a68,brain,17,5,74,true,No,h99,53,69,heart,74,No
p7,blood,91,5,a24,bones,10,4,81,true,No,h15,64,15,blood,28,No
p7,blood,91,5,a44,bones,15,46,86,true,No,h27,26,89,heart,106,No
p7,blood,91,5,a62,brain,41,64,77,true,No,h69,87,1,brain,5,No
p7,blood,91,5,a12,bones,28,20,64,true,No,h17,12,72,bones,103,No
p7,blood,91,5,a48,heart,42,3,49,true,No,h19,51,17,heart,41,No
p7,blood,91,5,a56,brain,62,68,69,true,No,h57,32,68,heart,86,No
p7,blood,91,5,a58,heart,74,9,17,true,No,h33,89,9,brain,4,No
p7,blood,91,5,a46,blood,10,36,86,true,No,h37,1,96,blood,127,No
p7,blood,91,5,a22,bones,67,66,65,true,No,h9,38,67,heart,81,No
p7,blood,91,5,a40,bones,29,90,105,true,No,h25,21,27,bones,73,No
p7,blood,91,5,a20,brain,90,2,3,true,No,h21,58,96,blood,96,No
p7,blood,91,5,a32,bones,22,25,71,true,No,h29,55,14,bones,37,No
p7,blood,91,5,a34,bones,100,28,24,true,No,h49,7,35,brain,89,No
p7,blood,91,5,a64,bones,59,76,77,true,No,h45,59,39,brain,46,No
p7,blood,91,5,a76,heart,70,68,66,true,No,h5,74,83,heart,79,No
p7,blood,91,5,a66,heart,53,6,38,true,No,h13,5,13,blood,86,No
p7,blood,91,5,a3,bones,58,48,54,true,No,h39,86,17,heart,13,No
p7,blood,91,5,a52,brain,59,9,32,true,No,h64,45,80,bones,87,No
p7,blood,91,5,a78,heart,15,76,104,true,No,h52,56,95,heart,96,No
p7,blood,91,5,a54,blood,76,61,57,true,No,h43,87,70,heart,65,No
p7,blood,91,5,a1,brain,72,84,81,false,No,h40,12,34,blood,84,No
p7,blood,91,5,a42,blood,85,16,12,true,No,h88,2,12,brain,89,No
p7,blood,91,5,a30,blood,36,71,85,true,No,h100,84,9,brain,8,No
p7,blood,91,5,a43,heart,51,54,63,true,No,h67,78,42,heart,39,No
p7,blood,91,5,a31,bones,57,31,42,true,No,h94,10,87,bones,115,No
p7,blood,91,5,a7,heart,27,21,65,true,No,h82,46,6,heart,45,No
p7,blood,91,5,a80,brain,57,40,48,true,No,h79,89,97,bones,92,No
p7,blood,91,5,a92,blood,20,71,96,true,No,h70,53,77,blood,81,No
p7,blood,91,5,a18,heart,100,91,86,true,No,h4,24,86,bones,105,No
p7,blood,91,5,a88,blood,96,85,80,true,No,h83,31,98,heart,110,No
p7,blood,91,5,a10,brain,19,17,72,true,No,h71,61,94,blood,93,No
p7,blood,91,5,a39,brain,49,66,74,true,No,h92,31,11,heart,60,No
p7,blood,91,5,a71,bones,18,37,79,true,No,h73,46,23,heart,48,No
p7,blood,91,5,a27,blood,86,20,15,false,No,h97,88,56,heart,51,No
p7,blood,91,5,a83,heart,34,76,91,true,No,h55,43,20,bones,50,No
p7,blood,91,5,a95,bones,87,87,82,true,No,h80,73,60,blood,57,No
p7,blood,91,5,a69,bones,92,44,39,true,No,h1,84,58,heart,53,No
p7,blood,91,5,a15,heart,60,75,76,true,No,h85,34,40,blood,66,No
p7,blood,91,5,a45,heart,67,21,28,false,No,h2,6,23,blood,86,No
p7,blood,91,5,a57,heart,91,13,8,true,No,h91,9,18,blood,83,No
p7,blood,91,5,a33,blood,58,95,95,true,No,h50,100,49,blood,44,No
p7,blood,91,5,a21,brain,37,15,54,true,No,h66,67,49,brain,50,No
p7,blood,91,5,a61,heart,69,6,22,true,No,h61,100,33,brain,29,No
p7,blood,91,5,a49,brain,21,10,70,true,No,h30,73,100,blood,96,No
p7,blood,91,5,a37,heart,87,47,42,true,No,h62,11,79,heart,108,No
p7,blood,91,5,a13,heart,28,6,63,true,No,h46,90,6,blood,1,Yes
p7,blood,91,5,a73,bones,17,2,74,true,No,h54,21,12,blood,70,No
p7,blood,91,5,a97,brain,8,93,120,true,No,h95,95,9,bones,5,No
p7,blood,91,5,a25,blood,61,59,61,true,No,h78,96,95,bones,90,No
p7,blood,91,5,a85,heart,94,20,15,true,No,h58,21,39,blood,77,No
p7,blood,91,5,a8,heart,36,100,109,false,No,h10,88,67,bones,62,No
p7,blood,91,5,a99,bones,33,27,62,true,No,h31,58,55,brain,59,No
p7,blood,91,5,a87,bones,5,89,120,true,No,h36,33,51,heart,74,No
p7,blood,91,5,a75,heart,4,63,104,true,No,h34,63,39,brain,44,No
p7,blood,91,5,a63,blood,7,5,84,true,No,h12,20,61,heart,90,No
p7,blood,91,5,a89,bones,30,31,66,true,No,h48,80,75,bones,70,No
p7,blood,91,5,a6,brain,31,56,78,true,No,h38,28,37,brain,70,No
